RECORD_ID,MMWR_WEEK,WEEK_START,WEEK_END,INFLUENZA_SEASON,CASES,AGE_0_4_COUNT,AGE_5_17_COUNT,AGE_18_24_COUNT,AGE_25_49_COUNT,AGE_50_64_COUNT,AGE_65_OVER_COUNT,AGE_UNKNOWN_COUNT,AGE_0_4_PCT,AGE_5_17_PCT,AGE_18_24_PCT,AGE_25_49_PCT,AGE_50_64_PCT,AGE_65_OVER_PCT,AGE_UNKNOWN_PCT,WHITE_NON_LATINX_COUNT,BLACK_NON_LATINX_COUNT,LATINX_COUNT,ASIAN_NON_LATINX_COUNT,NHPI_NON_LATINX_COUNT,AIAN_NON_LATINX_COUNT,OTHER_RACE_NON_LATINX_COUNT,UNKNOWN_RACE_ETHNICITY_COUNT,WHITE_NON_LATINX_PCT,BLACK_NON_LATINX_PCT,LATINX_PCT,ASIAN_NON_LATINX_PCT,NHPI_NON_LATINX_PCT,AIAN_NON_LATINX_PCT,OTHER_RACE_NON_LATINX_PCT,UNKNOWN_RACE_ETHNICITY_PCT,FEMALE_COUNT,MALE_COUNT,FEMALE_PCT,MALE_PCT,DEATHS_COUNT,DEATHS_PCT,FLUSHOT_REPORTED,FLUSHOT_COUNT,FLUSHOT_PCT,AH3N2_COUNT,ANOTSUB_COUNT,AH1N1_COUNT,B_COUNT,AH3N2_PCT,ANOTSUB_PCT,AH1N1_PCT,B_PCT
2023-45,45,11/05/2023,11/11/2023,2023-2024,1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0,1,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,1.00,0.00,0,0.00,0,0,0.00,0,0,1,0,0.00,0.00,1.00,0.00
2023-46,46,11/12/2023,11/18/2023,2023-2024,6,0,1,0,0,2,3,0,0.00,0.17,0.00,0.00,0.33,0.50,0.00,0,3,2,1,0,0,0,0,0.00,0.50,0.33,0.17,0.00,0.00,0.00,0.00,4,2,0.67,0.33,0,0.00,4,3,0.75,2,2,2,0,0.33,0.33,0.33,0.00
2023-47,47,11/19/2023,11/25/2023,2023-2024,8,0,2,0,3,2,1,0,0.00,0.25,0.00,0.38,0.25,0.12,0.00,1,7,0,0,0,0,0,0,0.12,0.88,0.00,0.00,0.00,0.00,0.00,0.00,4,4,0.50,0.50,1,0.12,4,1,0.25,1,1,5,1,0.12,0.12,0.62,0.12
2023-48,48,11/26/2023,12/02/2023,2023-2024,11,1,0,0,1,1,8,0,0.09,0.00,0.00,0.09,0.09,0.73,0.00,4,1,4,1,0,0,1,0,0.36,0.09,0.36,0.09,0.00,0.00,0.09,0.00,5,6,0.45,0.55,0,0.00,5,2,0.40,3,4,1,3,0.27,0.36,0.09,0.27
2023-49,49,12/03/2023,12/09/2023,2023-2024,12,0,0,0,3,6,3,0,0.00,0.00,0.00,0.25,0.50,0.25,0.00,2,7,3,0,0,0,0,0,0.17,0.58,0.25,0.00,0.00,0.00,0.00,0.00,6,6,0.50,0.50,1,0.08,4,0,0.00,2,7,3,0,0.17,0.58,0.25,0.00
2023-50,50,12/10/2023,12/16/2023,2023-2024,20,0,2,1,2,6,9,0,0.00,0.10,0.05,0.10,0.30,0.45,0.00,4,10,5,0,0,0,0,1,0.20,0.50,0.25,0.00,0.00,0.00,0.00,0.05,11,8,0.55,0.40,4,0.20,10,3,0.30,0,11,8,1,0.00,0.55,0.40,0.05
2023-51,51,12/17/2023,12/23/2023,2023-2024,34,6,3,0,6,12,7,0,0.18,0.09,0.00,0.18,0.35,0.21,0.00,8,18,4,1,0,0,1,2,0.24,0.53,0.12,0.03,0.00,0.00,0.03,0.06,16,18,0.47,0.53,1,0.03,22,7,0.32,10,17,6,1,0.29,0.50,0.18,0.03
2024-01,1,12/31/2023,01/06/2024,2023-2024,27,1,1,0,4,8,13,0,0.04,0.04,0.00,0.15,0.30,0.48,0.00,4,13,7,0,0,0,1,2,0.15,0.48,0.26,0.00,0.00,0.00,0.04,0.07,18,9,0.67,0.33,2,0.07,11,6,0.55,5,18,2,2,0.19,0.67,0.07,0.07
2024-03,3,01/14/2024,01/20/2024,2023-2024,11,0,1,0,1,2,7,0,0.00,0.09,0.00,0.09,0.18,0.64,0.00,1,8,1,1,0,0,0,0,0.09,0.73,0.09,0.09,0.00,0.00,0.00,0.00,5,6,0.45,0.55,0,0.00,6,3,0.50,1,9,0,1,0.09,0.82,0.00,0.09
2024-02,2,01/07/2024,01/13/2024,2023-2024,23,1,0,0,4,9,9,0,0.04,0.00,0.00,0.17,0.39,0.39,0.00,9,12,2,0,0,0,0,0,0.39,0.52,0.09,0.00,0.00,0.00,0.00,0.00,12,11,0.52,0.48,1,0.04,10,5,0.50,4,10,8,1,0.17,0.43,0.35,0.04
2024-05,5,01/28/2024,02/03/2024,2023-2024,5,0,0,0,2,1,2,0,0.00,0.00,0.00,0.40,0.20,0.40,0.00,1,2,1,1,0,0,0,0,0.20,0.40,0.20,0.20,0.00,0.00,0.00,0.00,1,4,0.20,0.80,0,0.00,5,3,0.60,1,2,0,2,0.20,0.40,0.00,0.40
2024-06,6,02/04/2024,02/10/2024,2023-2024,6,0,0,0,1,0,5,0,0.00,0.00,0.00,0.17,0.00,0.83,0.00,3,2,1,0,0,0,0,0,0.50,0.33,0.17,0.00,0.00,0.00,0.00,0.00,3,3,0.50,0.50,1,0.17,4,2,0.50,0,3,2,1,0.00,0.50,0.33,0.17
2023-52,52,12/24/2023,12/30/2023,2023-2024,33,4,0,0,6,10,13,0,0.12,0.00,0.00,0.18,0.30,0.39,0.00,6,15,10,1,0,0,1,0,0.18,0.45,0.30,0.03,0.00,0.00,0.03,0.00,17,16,0.52,0.48,1,0.03,21,10,0.48,2,21,8,2,0.06,0.64,0.24,0.06
2024-29,29,07/14/2024,07/20/2024,2023-2024,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2024-30,30,07/21/2024,07/27/2024,2023-2024,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2024-31,31,07/28/2024,08/03/2024,2023-2024,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2024-32,32,08/04/2024,08/10/2024,2023-2024,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2024-33,33,08/11/2024,08/17/2024,2023-2024,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2024-34,34,08/18/2024,08/24/2024,2023-2024,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2024-35,35,08/25/2024,08/31/2024,2023-2024,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2024-36,36,09/01/2024,09/07/2024,2023-2024,1,0,0,0,1,0,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0,0,1,0,0,0,0,0,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1,0,1.00,0.00,0,0.00,0,0,0.00,0,1,0,0,0.00,1.00,0.00,0.00
2024-37,37,09/08/2024,09/14/2024,2023-2024,1,0,0,1,0,0,0,0,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,0,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0,1,0.00,1.00,0,0.00,0,0,0.00,0,0,0,1,0.00,0.00,0.00,1.00
2024-39,39,09/22/2024,09/28/2024,2023-2024,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
